#chr	start	end	gene	GM12878	HeLaS3	HMEC	HUVEC	IMR90	K562	NHEK
chr5	143818769	143819041	ENSG00000250972	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	31728833	31729203	ENSG00000250973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	6933783	7190925	ENSG00000250974	0.0	0.0	0.0	0.0	0.0	0.0	0.02
chr17	48640564	48641144	ENSG00000250976	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	139585879	139586723	ENSG00000250977	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	66759637	66771420	ENSG00000250978	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	73114986	73163800	ENSG00000250979	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	153717215	153717983	ENSG00000250980	0.34	0.0	0.0	0.0	0.0	0.0	0.0
chr5	16129287	16141711	ENSG00000250981	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr16	28251014	28251989	ENSG00000250982	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	133264915	133265116	ENSG00000250983	0.0	0.0	0.0	1.99	0.0	0.0	0.27
chr5	29796045	29796375	ENSG00000250984	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	3760475	3765117	ENSG00000250986	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr15	83419316	83425958	ENSG00000250988	14.91	3.95	5.22	0.94	2.94	44.6	5.4
chr7	76875657	76887440	ENSG00000250990	0.05	0.0	0.0	0.0	0.0	0.0	0.0
chr5	175467747	175469881	ENSG00000250992	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	180310288	180386459	ENSG00000250993	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	133772402	133828210	ENSG00000250994	0.0	0.0	0.0	0.0	0.14	0.0	0.0
chrX	117903759	117904820	ENSG00000250995	0.0	0.0	0.21	0.0	0.1	0.03	0.0
chr4	161442981	161443463	ENSG00000250997	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	179084763	179091433	ENSG00000250999	2.53	0.0	0.4	0.18	1.97	0.43	0.07
chr5	95170128	95170750	ENSG00000251000	0.48	0.66	0.0	0.14	0.0	0.0	0.0
chr5	80293002	80293866	ENSG00000251001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr14	22849083	22951948	ENSG00000251002	3.13	0.0	0.0	0.0	0.0	0.65	0.01
chr8	106792474	107072752	ENSG00000251003	0.0	7.03	0.0	1.19	1.68	13.1	0.0
chr4	127027294	127028078	ENSG00000251005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	187092017	187092411	ENSG00000251008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	25866503	25871172	ENSG00000251009	0.0	0.0	0.02	0.07	0.0	0.0	0.0
chr4	147162958	147164821	ENSG00000251010	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	132964950	132976032	ENSG00000251011	0.0	0.0	0.0	0.0	0.01	0.0	0.01
chr3	118866222	118906654	ENSG00000251012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	101562952	101563941	ENSG00000251013	1.37	0.0	0.56	0.0	0.29	1.12	0.27
chr5	111882670	111883202	ENSG00000251014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	45992297	45994506	ENSG00000251015	0.07	0.0	0.0	0.0	0.0	0.0	0.0
chr4	74951712	74952389	ENSG00000251017	0.0	0.0	0.0	0.08	0.0	0.0	0.0
chr5	162910071	162921064	ENSG00000251018	0.04	0.16	0.0	0.07	0.0	0.0	0.0
chr4	79570108	79570396	ENSG00000251019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	83814162	83822113	ENSG00000251022	7.18	68.27	13.38	26.73	24.98	40.36	19.59
chr5	93196375	93199531	ENSG00000251023	0.04	0.25	0.04	0.14	0.03	0.05	0.07
chr4	181494617	181495180	ENSG00000251025	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	103415612	103441104	ENSG00000251026	0.0	0.0	0.0	0.0	0.0	6.85	0.0
chr5	106150898	106346715	ENSG00000251027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	144602173	144608545	ENSG00000251031	0.0	0.53	0.0	0.0	0.0	0.0	0.0
chr5	127120310	127122734	ENSG00000251032	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	26711660	26750106	ENSG00000251033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	22398358	22402918	ENSG00000251034	0.33	0.11	0.0	0.07	0.0	0.14	0.0
chr5	180805696	180806039	ENSG00000251035	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	11951108	11952239	ENSG00000251038	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	89890601	89891307	ENSG00000251039	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	52910971	52913120	ENSG00000251040	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	67670593	67670955	ENSG00000251044	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	134984273	134989624	ENSG00000251045	0.0	0.0	0.0	0.0	0.0	0.01	0.0
chr4	111337054	111339660	ENSG00000251046	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	18489685	18491131	ENSG00000251048	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	58462106	58472038	ENSG00000251049	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	79315432	79315743	ENSG00000251050	0.84	0.0	0.0	0.0	0.0	0.0	0.13
chr4	133288941	133289634	ENSG00000251051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	96559075	96563661	ENSG00000251054	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	63994029	64009599	ENSG00000251055	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	49504162	49508039	ENSG00000251056	0.0	1.2	0.0	0.0	0.0	0.5	0.0
chr3	140179842	140181667	ENSG00000251058	0.07	0.0	0.0	0.0	0.0	0.0	0.0
chr4	82086094	82114549	ENSG00000251059	0.0	0.0	0.02	0.0	0.0	0.0	0.0
chr4	171264240	171293462	ENSG00000251061	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	32888096	32888251	ENSG00000251062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	84845227	84845770	ENSG00000251066	0.0	0.24	0.0	0.1	0.1	0.0	0.0
chr5	126087655	126112178	ENSG00000251072	0.09	0.0	0.0	0.0	0.0	0.02	0.0
chr4	159103977	159104545	ENSG00000251073	0.0	0.0	0.1	0.1	0.0	0.0	0.0
chr4	69492565	69494617	ENSG00000251074	0.03	0.0	0.0	0.0	0.0	0.0	0.0
chr4	3065198	3076241	ENSG00000251075	0.06	0.0	0.0	0.0	0.0	0.0	0.0
chr5	111563980	111593006	ENSG00000251076	0.0	0.0	0.0	0.0	0.0	0.0	0.03
chr5	75048395	75049304	ENSG00000251078	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	47228366	47241942	ENSG00000251079	0.14	0.0	0.15	0.2	1.24	0.48	1.9
chr4	27135618	27141673	ENSG00000251080	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	108179857	108223027	ENSG00000251081	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	9705374	9712436	ENSG00000251087	0.0	0.0	0.0	0.0	0.0	0.0	0.02
chr3	97952495	98176742	ENSG00000251088	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	97823598	97824516	ENSG00000251090	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	90522292	90522888	ENSG00000251093	0.0	0.85	0.0	0.0	0.0	0.0	0.0
chr4	90472507	90647654	ENSG00000251095	0.1	0.34	3.36	1.6	0.0	0.33	6.83
chr5	110907933	110908095	ENSG00000251099	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	69481111	69481855	ENSG00000251101	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	97912045	97912964	ENSG00000251102	0.19	0.0	0.35	0.0	0.2	0.0	0.23
chr4	54942792	54943015	ENSG00000251105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	46844212	46844752	ENSG00000251106	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	75576781	75577092	ENSG00000251107	0.84	0.94	0.0	2.4	0.0	0.0	0.0
chr5	71713316	71714162	ENSG00000251108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	56217979	56218575	ENSG00000251111	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	12794212	12794843	ENSG00000251112	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	29467323	29469472	ENSG00000251113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	115106283	115106686	ENSG00000251118	0.08	0.0	0.0	0.0	0.0	0.0	0.0
chr5	174350093	174350948	ENSG00000251122	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	163905947	163906568	ENSG00000251123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	50746992	50757923	ENSG00000251125	0.0	0.0	0.0	0.0	0.0	0.0	0.02
chr4	113801454	113803486	ENSG00000251126	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	62671653	62678528	ENSG00000251127	0.0	0.21	0.0	0.0	0.06	0.05	0.0
chr4	184154781	184161787	ENSG00000251128	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	31999019	32157028	ENSG00000251129	0.04	0.0	0.0	0.0	0.0	6.4	0.03
chr5	43018531	43024349	ENSG00000251131	0.28	0.48	0.0	0.15	0.0	0.0	0.0
chr5	114366970	114367591	ENSG00000251132	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	120375785	120379727	ENSG00000251135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	90621638	90769955	ENSG00000251136	3.57	3.48	1.09	3.21	1.97	0.79	3.73
chr3	138800496	138801219	ENSG00000251137	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	74526946	74796315	ENSG00000251138	0.0	0.0	0.0	0.0	0.0	4.31	0.0
chr4	185734773	185742443	ENSG00000251139	0.1	0.0	0.0	0.0	0.0	0.0	0.0
chr5	44745002	44808879	ENSG00000251141	3.6	62.79	0.39	0.71	0.25	8.0	0.51
chr8	58152616	58153100	ENSG00000251142	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	71725337	71731956	ENSG00000251143	0.09	0.98	0.01	0.64	0.05	0.02	0.03
chr5	174247030	174253327	ENSG00000251144	0.0	0.0	0.0	0.0	0.0	0.0	0.08
chr4	185832043	185832506	ENSG00000251147	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	2297311	2320816	ENSG00000251148	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	102893580	102893955	ENSG00000251149	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	54375293	54379303	ENSG00000251151	0.0	23.45	0.0	0.59	0.0	0.0	0.44
chr4	11470874	11479820	ENSG00000251152	0.0	0.0	0.01	0.0	0.0	0.0	0.0
chr7	90099101	90118278	ENSG00000251154	0.0	0.0	0.0	0.16	0.0	0.0	0.02
chr4	119561828	119562013	ENSG00000251155	0.0	2.25	0.0	0.46	0.0	0.0	0.0
chr5	69194694	69199025	ENSG00000251158	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	44535632	44535897	ENSG00000251159	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	41199009	41201540	ENSG00000251161	0.0	0.0	0.36	0.09	0.12	0.06	0.11
chr4	165518871	165519128	ENSG00000251162	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	42897364	42897934	ENSG00000251163	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	187207248	187422151	ENSG00000251165	0.02	0.0	0.0	0.0	0.02	9.03	0.0
chr4	3891083	3891976	ENSG00000251166	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	7924405	7925511	ENSG00000251168	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	133842243	133844920	ENSG00000251169	0.0	0.54	0.02	0.0	0.06	0.76	0.02
chr4	105151537	105332192	ENSG00000251170	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	170122945	170141500	ENSG00000251171	0.05	0.0	0.0	0.0	0.0	0.0	0.0
chr3	97200021	97200350	ENSG00000251172	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	41222091	41258744	ENSG00000251173	0.0	0.0	0.0	0.0	0.04	0.0	0.0
chr4	176415765	176417151	ENSG00000251174	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr4	106667402	106748329	ENSG00000251175	0.44	0.0	0.0	0.0	0.0	0.0	0.0
chr4	172474151	172485418	ENSG00000251176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	70438109	70451245	ENSG00000251177	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	129753396	129754382	ENSG00000251178	0.03	0.0	0.0	0.0	0.0	0.0	0.0
chr17	48358938	48365216	ENSG00000251179	0.0	0.82	0.0	0.0	0.0	0.0	0.0
chr4	31172766	31213297	ENSG00000251182	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	153266988	153278547	ENSG00000251183	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9	131703757	131719300	ENSG00000251184	0.0	15.12	0.0	21.96	0.14	0.0	0.0
chr4	76194278	76286392	ENSG00000251185	0.0	0.0	0.0	0.0	0.0	0.09	0.0
chr4	8455137	8456669	ENSG00000251186	0.23	0.19	0.0	0.0	0.0	0.0	0.0
chr5	111527717	111545836	ENSG00000251187	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	262771	263320	ENSG00000251188	0.17	0.0	0.03	0.1	0.0	0.28	0.36
chr5	38682172	38685228	ENSG00000251189	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	29531438	29605625	ENSG00000251191	0.0	1.38	0.28	0.14	0.0	0.0	0.97
chrX	46357162	46404892	ENSG00000251192	0.43	5.42	1.66	2.14	1.46	1.39	1.19
chr5	97073598	97074617	ENSG00000251193	0.08	0.0	0.0	0.0	0.0	0.0	0.0
chr11	35234097	35235554	ENSG00000251194	0.21	0.35	0.66	0.23	0.5	0.0	2.66
chr4	130098541	130100249	ENSG00000251195	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	10652323	10656037	ENSG00000251196	1.4	0.0	0.0	0.26	0.0	0.0	0.0
chr4	135176328	135248628	ENSG00000251199	0.0	0.0	0.0	0.0	0.0	5.29	0.0
chr4	170867132	170884485	ENSG00000251200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	114914339	114961858	ENSG00000251201	0.33	5.18	3.56	6.11	5.21	0.11	4.32
chr8	26290545	26291581	ENSG00000251203	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	105751277	105752942	ENSG00000251204	0.0	0.07	0.01	0.0	0.0	0.0	0.0
chr5	142938784	142942113	ENSG00000251205	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	66563850	66566010	ENSG00000251206	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	98285448	98417780	ENSG00000251209	0.0	0.08	0.0	0.0	0.0	0.18	0.09
chr4	12225075	12252910	ENSG00000251210	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	177592703	177593563	ENSG00000251211	0.0	0.0	0.02	0.0	0.0	0.0	0.0
chr4	17063501	17063788	ENSG00000251212	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	175085592	175090064	ENSG00000251213	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	123795605	123796242	ENSG00000251214	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	39169312	39170437	ENSG00000251215	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	174845358	174912012	ENSG00000251216	0.0	0.0	0.0	0.0	0.0	0.01	0.0
chr8	135862178	135894142	ENSG00000251218	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr4	101699739	101712392	ENSG00000251219	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	23516563	23516907	ENSG00000251220	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	79904442	79918343	ENSG00000251221	0.07	2.13	0.11	0.0	0.08	0.15	0.07
chr4	156380856	156382389	ENSG00000251223	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	32772127	32778946	ENSG00000251224	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	134605490	134633704	ENSG00000251226	0.0	0.0	0.0	0.0	0.01	0.02	0.0
chr4	135865430	135865678	ENSG00000251228	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	2506808	2508006	ENSG00000251229	0.06	0.4	0.0	0.0	0.0	0.0	0.0
chr4	185765739	185776905	ENSG00000251230	0.4	0.0	0.0	0.0	0.0	5.98	0.0
chr8	94951592	94955105	ENSG00000251234	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	75672500	75672974	ENSG00000251235	0.07	0.0	0.0	0.0	0.0	0.14	0.0
chr4	69679713	69680445	ENSG00000251236	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	52185498	52185786	ENSG00000251237	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr17	48704393	48709301	ENSG00000251239	0.0	0.0	0.0	0.0	0.0	0.0	0.08
chr5	133056186	133056625	ENSG00000251243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	156436879	156438611	ENSG00000251244	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	155036224	155059283	ENSG00000251246	0.0	0.0	0.0	0.12	0.0	0.0	0.0
chr19	37341263	37403931	ENSG00000251247	0.95	0.0	0.5	0.9	1.19	0.73	1.06
chr4	143435599	143440136	ENSG00000251248	0.0	0.0	0.06	0.0	0.0	0.0	0.03
chr4	152877143	152890533	ENSG00000251249	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	7326177	7326722	ENSG00000251250	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	14507489	14508104	ENSG00000251252	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	163243340	163245059	ENSG00000251253	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	148427243	148427917	ENSG00000251254	0.44	0.0	0.0	0.32	0.0	0.0	0.0
chr4	55711734	55725407	ENSG00000251256	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	38461029	38468441	ENSG00000251257	0.0	0.42	0.72	0.72	0.45	0.0	0.0
chr6	112668532	112672498	ENSG00000251258	0.0	0.0	0.0	0.0	0.0	20.68	0.0
chr4	106058437	106061776	ENSG00000251259	0.74	7.14	0.1	1.34	0.09	0.91	0.46
chr4	85724411	85731544	ENSG00000251260	0.0	0.0	0.0	0.12	0.0	0.0	0.0
chr5	101152179	101152484	ENSG00000251261	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	55306669	55312890	ENSG00000251264	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	59850000	59912677	ENSG00000251266	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	140833966	140843024	ENSG00000251270	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	3937174	3944248	ENSG00000251271	0.0	0.0	0.0	0.0	0.0	0.19	0.0
chr5	25126414	25190765	ENSG00000251273	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	78569166	78570211	ENSG00000251276	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	10293819	10294332	ENSG00000251278	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	60457897	60527867	ENSG00000251279	0.34	0.0	0.0	0.48	0.07	0.04	0.0
chr5	33011428	33017713	ENSG00000251281	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	157555646	157563606	ENSG00000251283	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	69990992	69992169	ENSG00000251284	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	89141721	89144989	ENSG00000251285	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	53306660	53307701	ENSG00000251286	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	129800674	129832070	ENSG00000251287	0.11	0.0	0.03	0.0	0.0	0.0	0.0
chr4	103672558	103673798	ENSG00000251288	0.27	0.0	0.0	0.04	0.0	0.0	0.0
chr4	135345022	135379007	ENSG00000251291	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	23724885	23735202	ENSG00000251292	0.24	0.2	0.0	0.0	0.0	0.0	0.0
chr5	119581143	119669197	ENSG00000251293	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	24554127	24613331	ENSG00000251294	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	10168783	10169389	ENSG00000251296	0.0	0.0	0.0	0.0	0.0	0.27	0.0
chr4	190903678	190906026	ENSG00000251297	0.0	0.0	0.35	0.0	0.0	0.0	0.06
chr4	148530703	148538396	ENSG00000251298	0.11	0.0	0.0	0.0	0.0	0.0	0.0
chr13	25517713	25518636	ENSG00000251299	0.0	0.0	0.0	0.25	0.0	0.0	0.0
chr4	143966239	143967031	ENSG00000251300	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	68726668	68845443	ENSG00000251301	3.99	0.0	0.0	0.0	0.05	0.1	0.11
chr5	59926341	59926800	ENSG00000251303	0.92	0.0	0.0	0.12	0.0	0.28	0.0
chr5	58824687	58825077	ENSG00000251306	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	54529762	54591029	ENSG00000251307	0.15	0.0	0.06	0.07	0.03	0.02	0.02
chr4	116064138	116064459	ENSG00000251308	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	102898051	102958060	ENSG00000251309	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	190114254	190126031	ENSG00000251310	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	116078687	116097905	ENSG00000251311	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	111984739	111985383	ENSG00000251312	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	9032012	9032792	ENSG00000251313	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	95297705	95966789	ENSG00000251314	0.0	0.0	0.06	0.38	0.0	0.03	0.86
chr5	147266675	147267267	ENSG00000251320	0.0	0.21	0.0	0.0	0.0	0.0	0.0
chr4	80748625	80798924	ENSG00000251321	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr22	51112843	51171726	ENSG00000251322	0.0	0.12	2.38	14.33	0.99	0.0	0.57
chr11	78135028	78140882	ENSG00000251323	0.07	0.35	0.02	0.48	0.05	0.08	0.11
chr5	72750012	72768721	ENSG00000251324	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	27264128	27268876	ENSG00000251325	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	131297384	131307526	ENSG00000251326	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	32352660	32354842	ENSG00000251329	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	147809722	147810370	ENSG00000251330	0.18	0.25	0.0	0.0	0.0	0.04	0.0
chr4	37997115	37997824	ENSG00000251332	0.04	0.0	0.0	0.0	0.0	0.0	0.0
chr4	146296695	146297405	ENSG00000251333	0.09	0.22	0.19	0.11	0.03	0.05	0.12
chr4	48938599	48938897	ENSG00000251334	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	182741172	182751126	ENSG00000251336	0.0	0.0	0.0	0.0	0.11	0.0	0.0
chr4	10296087	10297203	ENSG00000251338	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	59646791	59849870	ENSG00000251339	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	93905245	93906381	ENSG00000251340	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	75374491	75375588	ENSG00000251342	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	130054261	130055253	ENSG00000251345	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	93984803	93986966	ENSG00000251347	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	95104703	95106404	ENSG00000251348	0.02	0.34	0.0	0.52	0.41	0.06	0.04
chr9	103204553	103339918	ENSG00000251349	0.0	0.0	1.08	3.35	0.0	0.0	0.0
chr4	44018878	44024080	ENSG00000251350	0.0	0.0	0.0	0.02	0.0	0.02	0.0
chr5	180098892	180099598	ENSG00000251352	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	25721721	25722053	ENSG00000251353	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	48459366	48460488	ENSG00000251354	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	90772199	90772835	ENSG00000251356	0.0	0.0	0.0	0.0	0.04	0.0	0.0
chr22	24204375	24237410	ENSG00000251357	0.0	0.65	0.15	0.21	0.0	0.0	0.0
chr4	184018170	184020352	ENSG00000251359	0.0	0.0	0.08	0.02	0.25	0.02	0.1
chr6	73918806	73919803	ENSG00000251360	0.0	0.0	0.12	0.0	0.0	0.0	0.0
chr5	92355369	92404375	ENSG00000251361	0.0	0.0	0.0	0.09	0.0	0.0	0.0
chr14	41424103	41445082	ENSG00000251363	0.0	0.0	0.0	0.0	0.0	0.12	0.0
chr11	7448497	7533746	ENSG00000251364	1.84	0.0	0.26	0.01	0.0	0.02	0.49
chr5	6766004	6772066	ENSG00000251365	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	79899202	79899463	ENSG00000251366	0.0	1.78	0.0	0.0	0.0	0.0	0.0
chr5	108803054	108803653	ENSG00000251367	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	55046034	55046229	ENSG00000251368	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr19	58046625	58071231	ENSG00000251369	1.77	9.78	3.3	1.22	3.71	1.45	4.15
chr5	9511445	9518198	ENSG00000251370	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	4640844	4648367	ENSG00000251371	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	139230865	139345498	ENSG00000251372	0.17	0.0	0.0	0.0	0.0	0.0	0.0
chr4	29408722	29409634	ENSG00000251373	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	81560976	81561078	ENSG00000251374	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	54350256	54350968	ENSG00000251376	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	153128573	153147022	ENSG00000251377	0.0	0.0	0.0	0.13	0.0	0.0	0.0
chr7	45858181	45858696	ENSG00000251378	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	15359765	15421656	ENSG00000251379	0.0	0.0	0.0	0.0	0.0	0.02	0.0
chr5	134779905	134783038	ENSG00000251380	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	12984057	13011095	ENSG00000251381	0.0	20.25	0.03	0.0	0.0	50.78	7.62
chr4	76279286	76287776	ENSG00000251383	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	65473421	65474549	ENSG00000251385	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	139152113	139154991	ENSG00000251387	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	134792401	134931845	ENSG00000251388	0.0	0.0	0.0	0.0	0.0	0.15	0.0
chr5	96704480	96706125	ENSG00000251389	0.0	0.0	0.0	0.0	0.0	0.03	0.0
chr5	65594296	65618772	ENSG00000251391	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr14	73929129	73943880	ENSG00000251393	0.0	0.0	0.11	0.0	0.0	0.03	0.03
